ENM_NFT_ADDRESS,DC_CREATOR_ADDRESS,DC_CREATOR_IS_CONTRACT_ADDRESS,TX_CREATOR_ADDRESS
0x82ba8da44cd5261762e629dd5c605b17715727bd,0x884de35810b085e0f15a1ac7efb86040cdb10bb7,0,0x884de35810b085e0f15a1ac7efb86040cdb10bb7
0x6d2ebcc29e1e3d989d49e116a049da0b484fa81c,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x18e4c2453d8a0f77981aa0e0b831c6f00c45d50d
0x40e53549529bbb37e95cf3174b72050c7364c01b,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x2df727da5b2071d16b94abc56666591c65bc73fb
0xe40c65a75f7d2bb9ace9d8904df9163029b8d8c6,0xf8ed18a91cdf4242d80c756728dbf307b98e404e,0,0xf8ed18a91cdf4242d80c756728dbf307b98e404e
0xdfc9c1c9d9a4acdb6a300d905ce1eebe2f190a88,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xccb26655b3a34992ffa8f0fb83e1c9b273d6d89d
0x2760a8ce4612985285230af3157d89d7ca1ccd3a,0x3acf4eb191960c49860503f628a6f7c300b0e7b4,1,0x444367bd0662f55be64fe7c5fcaa2f184f42f118
0x24434acbb4b1e08ed3eda42d2797c667f87911a0,0x76f948e5f13b9a84a81e5681df8682bbf524805e,1,0xfb8fb55d4d7100244d6fee571a56821cb813bb63
0x85b8eb76806ba8f8d14e5c93cd62821373cf66c8,0x8a265010543754486430fd74ac1301d3f770ff0f,0,0x8a265010543754486430fd74ac1301d3f770ff0f
0x7dcd714fa3c2e03b447361ea6a9ec1c5f04eb0fa,0xfdbee3fba2f14d72bd1a6b2ccc860dc024f7bf14,0,0xfdbee3fba2f14d72bd1a6b2ccc860dc024f7bf14
0xd77bee357e3f1e2ae0828e6036fd9033e1bf6b24,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x10196ef667e91ac10c6f4c2a38feefc4e00f47af
0xdbe5b9bc78c25b1d620f6dcc88afefd719be959e,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x9f218c1380ad55e4a40b4da89795bd56e93e90ea
0xf7935d5ad219ab92195e7c0f90778f4619007577,0x000000f20032b9e171844b00ea507e11960bd94a,1,0xb4a0987eba869c96c1001326a004a27b6b92becb
0x9f39498cc01f2737c1f8b223a412d159a1c942a6,0x6c9005b3bf252e2656e8607a4a8a0728e2fb2ca9,0,0x6c9005b3bf252e2656e8607a4a8a0728e2fb2ca9
0x826aec55f81f49f87cda4b86f23095df2d5788ff,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x8ae9f413f042a31c8443fd683e6462951391dbc6
0x6116d0f9b208dcf83f59e0ce52fefab48802e4c4,0x7354936bc7a72c8baf5a2f9262e70a52c427be4a,1,0x378084c9dfe7968cace310baf8b26602c684c5a1
0x8f426f2e13f311852340153807fdc20a948f65b7,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xe2b646a086efb76043f99782f377a80c8e135538
0xa4e9fdb8be41b6e59bdfcdc4ad918aa3943c3dd0,0x2107ec385fbd4fe3ab45dd4169e3c0745e991bb6,0,0x2107ec385fbd4fe3ab45dd4169e3c0745e991bb6
0xf2d924932efde7ffa650806dcbb2057f4945d37f,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x6602f7b883eccf85a4aa3e34d466ee7986af9cc9
0x36e5913bf48ccbd361875d09c0a20a4c144da896,0x19d38600e9912ffbbdc0007c7ed827b37bfef3ff,0,0x19d38600e9912ffbbdc0007c7ed827b37bfef3ff
0x9336e3001a532d987ea22ea63f619356ce309dcf,0x3b612a5b49e025a6e4ba4ee4fb1ef46d13588059,1,0xc83e83677dd95618686ac9af2cd48972f1b72c22
0x3e2bd35ea61450f54ccab0c1239f7b66e3d57b69,0x3b612a5b49e025a6e4ba4ee4fb1ef46d13588059,1,0x81793f28447e71b96423dce2b2f7d0b4d3e87a8b
0x04d4dc290514d0af4ff1ef3034f2183c339a9970,0x223a351b8b180768724bbe759bb3c81fba56174d,0,0x223a351b8b180768724bbe759bb3c81fba56174d
0xa4be9cd0db8d401decfcf21084708b7b576e7368,0xa4aa140d88bc03d585ab35129482ecb22335c46a,0,0xa4aa140d88bc03d585ab35129482ecb22335c46a
0x394e3d3044fc89fcdd966d3cb35ac0b32b0cda91,0x1ccbc06cf780e9ab8fb51113fed727c9f240de40,0,0x1ccbc06cf780e9ab8fb51113fed727c9f240de40
0xc8f4c3db5acaf02ad430a71d941535afafb3da37,0xe40a2a4c6dfc11f40f2bee39a3785f2c33c1d33b,0,0xe40a2a4c6dfc11f40f2bee39a3785f2c33c1d33b
0x88205a9f896b09f051983aa2d3ea49a94996812e,0x3b612a5b49e025a6e4ba4ee4fb1ef46d13588059,1,0xa286e0c0fd25bbeadc028f1c073769bdd665a08a
0xec42d7ca35dae8eab130f542e71806d21db268b4,0x1306f7a65343b8670f9075a67a4b323451408051,0,0x1306f7a65343b8670f9075a67a4b323451408051
0x0fc3d5c535082330890709c927497d08670ee0b0,0x632cca70fa497b97bfb680e2e9ee71bbc399b229,0,0x632cca70fa497b97bfb680e2e9ee71bbc399b229
0x789174930c0a3244a4761f3bb63d96cb4baf3f74,0x3b612a5b49e025a6e4ba4ee4fb1ef46d13588059,1,0x42450b96650136d37db6d2be68cec9494354f5dd
0xd2d45eee9893b9bf2692491da6e7f3ab48d947fa,0xe830c0d6b74e1dc2767ea3b36f8eb359188b3d90,0,0xe830c0d6b74e1dc2767ea3b36f8eb359188b3d90
0x85f0e02cb992aa1f9f47112f815f519ef1a59e2d,0x74deaed9ae13343ea84ced59b977bbc0b0c81812,0,0x74deaed9ae13343ea84ced59b977bbc0b0c81812
0x0e043e39e1f9382e4b3cb9b859a1452a93993be7,0x3a0bef9700474a00b10a1063b59685de6e690c08,0,0x3a0bef9700474a00b10a1063b59685de6e690c08
0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85,0x4fe4e666be5752f1fdd210f4ab5de2cc26e3e0e8,0,0x4fe4e666be5752f1fdd210f4ab5de2cc26e3e0e8
0x47c4d346fba5ca14dd31507e346458160630f45a,0x8cd4c0c860e432f5f8ce88ed96f7db1c7c94eed6,0,0x8cd4c0c860e432f5f8ce88ed96f7db1c7c94eed6
0x5e659cbf093112c8104d992aa85c08c8e7c270fd,0x227483a4ee6f178dc7acf8998bdb7d2548416f4f,0,0x227483a4ee6f178dc7acf8998bdb7d2548416f4f
0xd6d880f83eb9ea47ec9cf362114c57d351a8fe31,0x3b612a5b49e025a6e4ba4ee4fb1ef46d13588059,1,0x2fb55f58dd40af75dc019c2a3d09eb6878d376ea
0x24e36639b3a3aaa9c928a8a6f12d34f942f1ab67,0xe04fce05e9b8d21521bd1b0f069982c03bd31f76,0,0xe04fce05e9b8d21521bd1b0f069982c03bd31f76
0x1d30f2c87398557f0de37c18f9b2ecbd70370069,0x3b612a5b49e025a6e4ba4ee4fb1ef46d13588059,1,0x308613d045d1f24583158d743ea0ab4d1766e8f2
0x38bf382e28dce79be62bd39caec8790a2f21c4fc,0x4bc7dcc4badb5b7551e148e4c1f24f41676a194b,0,0x4bc7dcc4badb5b7551e148e4c1f24f41676a194b
0x0c589fcd20f99a4a1fe031f50079cfc630015184,0xc852ac7aae4b0f0a0deb9e8a391eba2047d80026,1,0x3243ed9fdcde2345890ddeaf6b083ca4cf0f68f2
0x5f1ab2b10e1d856306d7f28f608d4c8ebca720f0,0xa6b880ad5e007ce8bc681ca974d79ce58fa0424a,0,0xa6b880ad5e007ce8bc681ca974d79ce58fa0424a
0x8170e20b2ca6c98b762b00ff64b6155d9ce68d1f,0xb0ad78807d81315cf9d881c2aa47c4032b01c75d,0,0xb0ad78807d81315cf9d881c2aa47c4032b01c75d
0x60cee1f2943776e58e1f86022bd85e3eee7541b9,0x97f5dd579ea2867ee7ede41f6423f5054c5501cc,0,0x97f5dd579ea2867ee7ede41f6423f5054c5501cc
0xf24cc30a5f8a98566d9109561dc90fd3d64d74c6,0x8e4b068fb9a0664617753e697f7d15bee25a5daa,0,0x8e4b068fb9a0664617753e697f7d15bee25a5daa
0x477a4a870c830ec10972b7b4fe1e859d0887294b,0x97f5dd579ea2867ee7ede41f6423f5054c5501cc,0,0x97f5dd579ea2867ee7ede41f6423f5054c5501cc
0x22fad4ca1664320e409efa4f4fc2bc9c554f7be5,0x4f22ece70a13f472c80345ca4ec3d1b280efbc09,0,0x4f22ece70a13f472c80345ca4ec3d1b280efbc09
0x8103cca15f64ac30f6468df288163e9c459f37c6,0x474b6c2366128eacaea1b6e411171c06b49bdc97,0,0x474b6c2366128eacaea1b6e411171c06b49bdc97
0x006edd93482512a8b5b961954cbdd54042f565d4,0x97cfe517d481ebdc6f1d321b690aa4cc1005dec3,0,0x97cfe517d481ebdc6f1d321b690aa4cc1005dec3
0x86aacf89db5739cf1a25f6b794a7049ba870004d,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xe7014919c80cf68b64050290ca6d4c685648d14b
0x61797197dc271403393aab001e2e513a0936b652,0x0d71ec30c323037bdac7bd174d4a95cec5a4ee0d,0,0x0d71ec30c323037bdac7bd174d4a95cec5a4ee0d
0xb7532cf6b31e89a21e94a6d0e294d460aea4bc28,0x1b3324b415464b861c004d51872869a4483474e6,0,0x1b3324b415464b861c004d51872869a4483474e6
0xc5662defe31acfa9a0f2657607571e56c86df4b0,0xe19f5f6f3019ca6cdcf56d439221ce05447016de,0,0xe19f5f6f3019ca6cdcf56d439221ce05447016de
0x1f06e2bb54d4d08b0ebd01be66db2f7ccb9c814b,0x4cd6c9069cd0e8d23e6560a9b9ea10e296dca86e,0,0x4cd6c9069cd0e8d23e6560a9b9ea10e296dca86e
0x891aee31551af994fd215c0c9118d19940a65adc,0x533b5959149dbedee8a06aaef95a6a8b2b7bfd62,0,0x533b5959149dbedee8a06aaef95a6a8b2b7bfd62
0xa4438600650239d2397fe7a14931e6454ea8131c,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x732bb12525961f5853154deb9d0a4aacd2eb240f
0x28d50b4700e6c2aa79e6cf8c1d0883ef762f9d30,0x5dbc7b840baa9dabcbe9d2492e45d7244b54a2a0,1,0xa0186a4da39fdef9ed734bb7e425f1630dd8c5ae
0xc796a8fc4c2027532e925ebe8dcb3cdd8fd2719d,0x09774d02e1ba9905ce019ab87357849ce6a490d5,0,0x09774d02e1ba9905ce019ab87357849ce6a490d5
0x25e035d4434af74a5348484831997d5f6553dea5,0x2c325156416cc7b701151dafb6d4c0bdf0d398f0,1,0x0007b9c4d506c6be7b4a3d454d078db5899172da
0x12a19eaada29384a7db22e0d5510c430a6141cf9,0x6b9236df82345b4b4e4ce8633c789bec86812f11,0,0x6b9236df82345b4b4e4ce8633c789bec86812f11
0xf6ab242d9454120000a906ba53cc90248ea3aff8,0xa8a849b09aa9bf62782ab572f09ff479b76ebac8,0,0xa8a849b09aa9bf62782ab572f09ff479b76ebac8
0x77088db2ffec1031553b41477bbb0e0ccad4c878,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xacd41f5b0a4a9419168c007b3102cdce792d1ddb
0xbb715b27ddc708f922be4317151aa05cd593a163,0x8556ffdb5c8cc82a183a65be3d82e70afde879f5,0,0x8556ffdb5c8cc82a183a65be3d82e70afde879f5
0xa018b2ec48f801f1c5ca6617c5028f2c13d3ae2a,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x6f3b66dba3c318c405a0733d5d2cd67bfd57aa08
0xe012baf811cf9c05c408e879c399960d1f305903,0xcac7c29bac18f080b98a3076b4e165886f509251,0,0xcac7c29bac18f080b98a3076b4e165886f509251
0x6cf4328f1ea83b5d592474f9fcdc714faafd1574,0xfa3ef9890d792c7f61e3882dbdd5a8e13394b252,0,0xfa3ef9890d792c7f61e3882dbdd5a8e13394b252
0x7d79de3918ea99fd5f1c2233f69bdd44f09d7829,0x19478179ef8bb7c4792a4041903080e097d137dd,1,0x9a96eb0e6fc7b94a2f946dde7ccfcb82af941ed7
0xfb38e9b2ce7efb8999d91d651b163f7958adfb0c,0x733cf2b788daf29b9095763c78bc0aa4147aceb7,1,0x63b5871ec228a4f5e09d638e73f8a021b0bba124
0x1263a62443487ab36254dc034f2cd8dd6d2233c0,0x6e42262978de5233c8d5b05b128c121fba110da4,1,0xcf4382dc26efc1cca98959917fa4fe4fac859764
0x22dd737d3b9988bbb38c1dbbe5cbb65d11fcff5f,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xb7c4414aed67d500fc8ea346181eaa66455dab4c
0x5be8a72b47ef5510c5429d192163bb57fffb5d48,0x7354936bc7a72c8baf5a2f9262e70a52c427be4a,1,0xa218d6a3ad14cfbfc96017d5d7bceee1484bd6a5
0xf6043aa7ca699cb980f1ca5b4ddadf8599170a0b,0x433baf6c9dab45201d53fb99b88392c0bb20db3f,0,0x433baf6c9dab45201d53fb99b88392c0bb20db3f
0x12c3e069d7109cfe5085a32c8bf74b748ce0885f,0x3f47e408ddbb2d3c59744b1984f0dc859d22ee4c,0,0x3f47e408ddbb2d3c59744b1984f0dc859d22ee4c
0x1cfb252575abbb30262b4f8ab7519c111d419964,0x2a0774e307a2da3204119d36af7c30e3163abb23,0,0x2a0774e307a2da3204119d36af7c30e3163abb23
0x513c0f6332a82c4931b8bb161e1afbb5cf1d3b55,0xaef3e8c8723d9c31863be8de54df2668ef7c4b89,1,0x191f932a5e32689429f2ea63bb1aac4010fe0a95
0xd97f89d538e5bf02bf36da9a40384a589a466879,0xe44a0ba50d34f04ea9436145cba4ee6e4fc16e1d,0,0xe44a0ba50d34f04ea9436145cba4ee6e4fc16e1d
0x97efc78edf95f521190f8c7c9db901330ecf3592,0x84509fed4a938ad4cfad8af4d6c45761278d1131,0,0x84509fed4a938ad4cfad8af4d6c45761278d1131
0xecd970183363cb7afac1987f12bf6939da488772,0x000000f20032b9e171844b00ea507e11960bd94a,1,0x43adc91529ae03847c74db2b2e1c17ea0308b4f1
0x66298315287616d4309685ccd7adf896f50f904e,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xd9d98f64474118cafd2e74197e84b7db09dd0d14
0x220f980cdf743b521ff785db5b943ea9eaaab05b,0x000000f20032b9e171844b00ea507e11960bd94a,1,0xf27ccbd485899c6f1e8ab64f47f5f8bff91437c5
0x4512521a5c852afa28eeaebc1abafb033f611b48,0xfa39f301dbd68eaf12783ebb70c3596f838752af,0,0xfa39f301dbd68eaf12783ebb70c3596f838752af
0xb28214e8071f80697a71932785efc214d81ff07e,0x0c9328851a0f22a60103e1d125b92ea9c1e5ba6a,0,0x0c9328851a0f22a60103e1d125b92ea9c1e5ba6a
0x546439add4614086d9bf07104e5db544b5f0ad97,0x5f81f6fb766d40ceb7111fb1eaa5c2632a617804,0,0x5f81f6fb766d40ceb7111fb1eaa5c2632a617804
0x8a9d05cce8955f5ba9c3f9c2bd8b6f850d08a7c8,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xa4e9a636d9ec9472c3ebb1430266b634c4ac114f
0x84eb9c8c7ac8519aae3f42de9d88ca3612e0a32c,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x6d4eece02d1eb00044d4553fc4f24289687b97e5
0xed5cddfeb785a3b8c348f75330aa5d4f6a6431a8,0x232c274b2cebe80676698e09e723d06960b7f0bc,0,0x232c274b2cebe80676698e09e723d06960b7f0bc
0x8eb6b32e134667a84b1021b1563e63e0725df3b1,0x6b232eacd0b402b01edd0face8b0fb7339e7c8a4,0,0x6b232eacd0b402b01edd0face8b0fb7339e7c8a4
0xde79e489a2c26069ea849497e141a62c0e4fc733,0x000000f20032b9e171844b00ea507e11960bd94a,1,0x19ceb0e24563ac68b7a559623645e021aea2ffa3
0x0a198a427886a342dcff5abfe20b832378c4ff9b,0x000000008924d42d98026c656545c3c1fb3ad31c,1,0xc3d909683270f33842dd8f566f8f960ca219875d
0xa184a6edae478b0cbec5703942e6e8a439b6da55,0x3184db147e36717b1c0696edef48f9419320f4ba,0,0x3184db147e36717b1c0696edef48f9419320f4ba
0x028c96c07eee94f299309f87fe27c49e8547b7e3,0x000000008924d42d98026c656545c3c1fb3ad31c,1,0xad7a2511b1966308112818dd36b11c026ea8f556
0x6016ee831c8c6e56849fa15df70ad7180fb6746d,0x7354936bc7a72c8baf5a2f9262e70a52c427be4a,1,0x2dd30f6b07286b68e1a699c581933b2a33da6a85
0x20f087ec41a6390ab0ff3ace6e4c732367f3c611,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x91a98f47b1a0166fe67c511d2da09f1252d86c5b
0xa7a74c1a8ebdb99d39542267cca030c883e79e0d,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x22585aca6e5673be4df681db32c85fc0f3375cf1
0xbbb6a85b09f085fc413a828a605e75d6819e2cdf,0x1ad35e45cf930414a4df9df3799b4a837c781c5d,0,0x1ad35e45cf930414a4df9df3799b4a837c781c5d
0x49cc7de889c1e4bdc1b4156b882ca5c76c668987,0x568a33aa237ffc284ff584a3bab17a44faef4054,0,0x568a33aa237ffc284ff584a3bab17a44faef4054
0x48d973304d609b164b2130cad9863c2b19e06cf0,0x000000008924d42d98026c656545c3c1fb3ad31c,1,0x7f8a4aa58538966bad9085911c72b0de63c2ac48
0xe95aba813dddd381628371fe0bd75f44b57310bc,0xe0df49b36e44cda5679b3f65916467639c434d0d,0,0xe0df49b36e44cda5679b3f65916467639c434d0d
0x7266e85a59d116e879d94b9b63cc5a0cb45b5835,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xf46cf49c9291d90f87a44ddfc1f442ce58dad0ca
0x8e9e04dd1d9e664a282c47fb75adddf0884ae0d7,0x48cf2a4b8a74974beabf8db1f45f9123edc79c06,0,0x48cf2a4b8a74974beabf8db1f45f9123edc79c06
0xe30167956d09acdcb64fa4b1a2af93444c060f78,0x48cf2a4b8a74974beabf8db1f45f9123edc79c06,0,0x48cf2a4b8a74974beabf8db1f45f9123edc79c06
0xd0020febf800010187a1f90cbeea764fa19d646f,0xdcae87821fa6caea05dbc2811126f4bc7ff73bd1,0,0xdcae87821fa6caea05dbc2811126f4bc7ff73bd1
0x36b0017aa6d08f8d663223d56aac9148a3268a6b,0xb32d9aa786e4f53f9484539cf44b1e092f94d483,0,0xb32d9aa786e4f53f9484539cf44b1e092f94d483
0xbd9071b63f25dd199079ed80b3b384d78042956b,0x217050c45f0bd1e8076c87179fbe982fd2882ab2,0,0x217050c45f0bd1e8076c87179fbe982fd2882ab2
0xd3cd74fb8d2a0e62f84bc9a9f74af20b6cb4cc27,0x3b612a5b49e025a6e4ba4ee4fb1ef46d13588059,1,0xda742d698c3403432f348690055ce4c89cfcb80d
0xcb2dabdf721603813f625c96bc3f9d4eb66c35c7,0x2c325156416cc7b701151dafb6d4c0bdf0d398f0,1,0x7ee3acaccc605e4de444ec630083f739b3a73d6e
0xc496ef5faa0b83fbbd4af6ade27db7b7ae2f66d7,0x48a19c6b158491325e84c8837ed8ba95a0403c13,0,0x48a19c6b158491325e84c8837ed8ba95a0403c13
0xd2903f3227892523220f2dab807031a3e5174b94,0xe25384b0cba42e063d653f5e8229b7d901600be6,0,0xe25384b0cba42e063d653f5e8229b7d901600be6
0xc3f733ca98e0dad0386979eb96fb1722a1a05e69,0xd342a4f0397b4268e6adce89b9b88c746afa85ee,0,0xd342a4f0397b4268e6adce89b9b88c746afa85ee
0xf9f91c0eddd3923f6b091a1636462a532a970566,0x91b6756b8cfe23b8504e1f662ca92ff1300675da,0,0x91b6756b8cfe23b8504e1f662ca92ff1300675da
0x909ddc27d2fdd952336819c1c63dd2401a8906b9,0x61ca4026467215c4110d7a1b2a4c34324bda5374,0,0x61ca4026467215c4110d7a1b2a4c34324bda5374
0x1496640fc4bdfd7ee6361894f5eefe1f5f297c6d,0x0eb47beabd9ce2cab7cbed57aa6b040975bdc1b7,0,0x0eb47beabd9ce2cab7cbed57aa6b040975bdc1b7
0xe8f184a57b51de789e1c89e6b4b4902e831817ff,0x3b612a5b49e025a6e4ba4ee4fb1ef46d13588059,1,0x6d325c063a66a8c2c635d5111540e38e0ef9e086
0xa73e639e067c67b5438fca98ba0f3e52d61bfe31,0x6441acd89090508a485e538af45b18d01d75d8d0,0,0x6441acd89090508a485e538af45b18d01d75d8d0
0x8eb24307a8969650bf10b211008b8324ba3d6505,0x3b612a5b49e025a6e4ba4ee4fb1ef46d13588059,1,0xe8bad8e905fc748517cfb1b3f7d6a7d7b4ed3998
0x83b008f4cb903d0b025fa0bdbdb4c796f9299434,0xbfcb7fc3ec9923ae2e20c8ec6c5fc43a4c23f089,0,0xbfcb7fc3ec9923ae2e20c8ec6c5fc43a4c23f089
0x69b154ed36b098b29bbd4def03a8d8abc2e1f3dd,0x3b612a5b49e025a6e4ba4ee4fb1ef46d13588059,1,0xe2e0f14fb58f90e44f7fcb357c405067a66a442e
0x6c3197c9f3954b682b0e64b520e6da5fe74fcf8b,0x46b8d2eaae1b4a63acaa83b0f5c8769cc3e9f932,0,0x46b8d2eaae1b4a63acaa83b0f5c8769cc3e9f932
0x8f571c94bfa81c4330716863e9b216b7111e6280,0x000000f20032b9e171844b00ea507e11960bd94a,1,0x25e5d3a26aeecc330546025a452da371a329976f
0x4d712480f8609760daa59a96213a273e9d37ef3d,0x7354936bc7a72c8baf5a2f9262e70a52c427be4a,1,0x99789e3e3c715a05dc0e77ab87089541d0f1f3cd
0x57c2d6e368f4bad6485547baaff9b93f79c82bc0,0xa6c5f2de915240270dac655152c3f6a91748cb85,1,0x22d8d269a083ead12e8d7f8fb9add8a38b5f4134
0x3bbd26d9551861d4fc8969a8abb79adaa4dee5f8,0x76f948e5f13b9a84a81e5681df8682bbf524805e,1,0xed96ed4523404642325dccf84b583c2ddea26a0e
0xdb492b25055f37fcada453a10b07ccd1e09cf876,0x40867ce8186b2d30e5f200e4b23f16bae7914fe3,0,0x40867ce8186b2d30e5f200e4b23f16bae7914fe3
0x287296485e57aa5ffce648aa2a54cf93e548b083,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xd7b8591b207988da02a889d2aa9de2f4c5d91ab2
0xbae682c1b2f1e17ec0244d2d19cb2e21ccf2d3fa,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xe23b527e37452e3eda408f1dc0bd56dcdb5e59e6
0xc7576ff299facef23f43b8cce03606ee65ee8c8f,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x3a286f6b3d2aa13bee9b386caa2a0c8b7faaa328
0x0f9f68caf991023221484c1ccdbd193a87d989a2,0x9bc30460c09cc0e284b03a73daad649e7686266b,0,0x9bc30460c09cc0e284b03a73daad649e7686266b
0x5085039d1f9fda01a67d2e6bb43d3c09063c8596,0x0081e6f9373c1ffb7d7fc702eb15ac805eb50389,0,0x0081e6f9373c1ffb7d7fc702eb15ac805eb50389
0x65aa3a54aac1d915c82d0245acf2ffb5894ee48e,0x000000f20032b9e171844b00ea507e11960bd94a,1,0x641efd70e20fccee30e1c6a4c826b8d2c2628817
0x12956ddb9ad808352ce0c0a88ba98250c9183376,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x4baa47af61824b9d05b7aae5f4a542dc6d4f097b
0xf9f94d653992eb3b427aca007211a89cae572f4a,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x54127ea13b843ec96828df4d53bb8b6296fd809d
0xb42afd4cee37c7487fb6406827ac2ffad91367f1,0x2559a17f49358625b013c0fbd9f859c5a125892a,0,0x2559a17f49358625b013c0fbd9f859c5a125892a
0x670f605af1ac03bc223c5ee5973a0c48b650671d,0x19478179ef8bb7c4792a4041903080e097d137dd,1,0xc088fd3191c3bf0bb406918de46758027431f1df
0xe23b130e9422aa4f19e6964b9701e379242e8913,0xc33df89fea7df1359c6bacb4a0796e5d2dacf4eb,0,0xc33df89fea7df1359c6bacb4a0796e5d2dacf4eb
0x2720c5ed8141d9fab703b8b5fb1fb393719564d5,0xb8e34ba255feaaafeaea9e86f88bb5c8dba91493,0,0xb8e34ba255feaaafeaea9e86f88bb5c8dba91493
0x65d21d685e88602c791bdb834589d6d258bdf277,0x17d2d7ba2fd2945ed4f12ab641bb19a1769df457,1,0xc675ce82295428235f20d9c0cc1c0aa743899b0f
0x30e5de78789b0fffb2d4ee00c5e6e30cebd79802,0x7777777523be92b6af5589f7489c952fce0106b0,0,0x7777777523be92b6af5589f7489c952fce0106b0
0x1df4519ad0ee16d41382753d34b95c03d6f33d0b,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x153002a1aa045a92317cb58893a5e2907ee3f421
0xb13ae027c2d4f1acef890c69ff8ecb9bcffb299d,0x4f92ae4960a6ac49fa88bcf9d6d4b8c53f626a55,1,0x46527ebc6f2b2bc737d764763a1cd1f76d2aeb6a
0x848e2ebe38c85d429457205b0bd6917091c0102c,0x000000f20032b9e171844b00ea507e11960bd94a,1,0x091cf836c28480655c28069fbeb051a37f6e1aa4
0xa3c8a7696bd28647ffb0e46fbd3534d3bba51b89,0x000000f20032b9e171844b00ea507e11960bd94a,1,0xc207ae9910ecce600ef811ba66f81e8254846ab2
0xeae3f50259eb3625b64cf111be74c719c81c33c0,0x76f948e5f13b9a84a81e5681df8682bbf524805e,1,0x09b17830cb4a734ab8b66d2bb7e6b97111076ea1
0xd4eb6869f00496156a560b0d6d93302a9d571981,0x000000f20032b9e171844b00ea507e11960bd94a,1,0x27a64128b6d44aaeca25767f6c40b7e3b7826cc2
0x56d87a058960d903b2997b707d13f760a4e2e19e,0x2f6cc036641ca932b36b0051e7c0744e9c9e2c32,0,0x2f6cc036641ca932b36b0051e7c0744e9c9e2c32
0x05a2505b64a08d4a660d805bd6d51043d89a938e,0x000000f20032b9e171844b00ea507e11960bd94a,1,0x081cecc3ca8ee078c018e57ff507d3b175725285
0x19fcbdff9b884a611bd3221d26d52bd1b7fb895b,0x21b5220f7647c3afc4cbfe0f6abccaa71cf7be4f,0,0x21b5220f7647c3afc4cbfe0f6abccaa71cf7be4f
0x0a59be83fa8c46acd12a0126ba22861f7334dafb,0x000000f20032b9e171844b00ea507e11960bd94a,1,0xffad517dbf86d6d816200945b362552bffcb15ee
0x630c622681996510d8ca09962d02e357bb931567,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0xe86abd81da53ac916b2625be8a6e1f864f622ab8
0xe316f353302f257554c20d77eacf11b497e849e3,0x000000f20032b9e171844b00ea507e11960bd94a,1,0x86d0572ef4a14495e679faa83157e013bdfc5cc5
0x23312e8f0ccddb67c068c61ffef4b4a44e7e6abe,0x11fcbeb2680905bc5922e7a3598a2d3b2e6d5b38,0,0x11fcbeb2680905bc5922e7a3598a2d3b2e6d5b38
0x30917a657ae7d1132bdca40187d781fa3b60002f,0x5e697c6f5cbebd6ca17bde80d684c226a1e223be,0,0x5e697c6f5cbebd6ca17bde80d684c226a1e223be
0xfd6ff39da508d281c2d255e9bbbfab34b6be60c3,0xfc3d271123a4c14fdb9e99ff70ff69370317b977,0,0xfc3d271123a4c14fdb9e99ff70ff69370317b977
0xe72023849d98610a135fb33b6fa96b8c34a321e7,0x627137fc6cfa3fbfa0ed936fb4b5d66fb383dbe8,0,0x627137fc6cfa3fbfa0ed936fb4b5d66fb383dbe8
0x9d1f3169d266ef587f1a07909c4b9444746729a6,0x0eaf7feb562b7828c1c1b62b33ba902901bf6955,0,0x0eaf7feb562b7828c1c1b62b33ba902901bf6955
0x2b751c715d4514eac2b645b2f6a8e81c8c59c124,0x612e2daddc89d91409e40f946f9f7cfe422e777e,1,0x7db36ec0251930c590cf239dc55c9946988fb0a7
0x2cc8342d7c8bff5a213eb2cde39de9a59b3461a7,0x9ff81de5f866f4691f18392792be16f63f586ff7,0,0x9ff81de5f866f4691f18392792be16f63f586ff7
