CREATOR_ADDRESS,N_NFT_CONTRACTS_CREATED,CREATOR_IS_CONTRACT_ADDRESS
0x627137fc6cfa3fbfa0ed936fb4b5d66fb383dbe8,2,0
0x6666667fed25d883a07d8171e98d078258d0d5a5,1,0
0xdbc7b76554556d2db77d289b18e0b6422e12f4da,1,0
0x1b6af8b8fbbec3126909c7367f60c118fe8a1fa8,1,0
0x1e0486ee85dd758078d75c674f3d28efc4c899fc,1,0
0xe59785306b6656401663564c92ce3fd221d0c27c,1,0
0xe6c9290ffdaada1a71a79234f2e2a5af5ec6d54a,1,0
0x269c6ba1e70eae28d87d3afe48786b9083efc659,1,0
0x0ebbac9817029d4b302734b15b97be1a02eb9b60,1,0
0xe91e2d68a806479282bea7ce9106fbf8591008c4,1,0
0x0dcbce8720113df4898b0012ec62631e52435abc,1,0
0x6dae6216a7249d61198a2441c162e112e4131066,1,0
0x849f9c4bc451748979b5109ce3eec6a64e96662b,1,0
0x64b2a5fefd7bef3fae2f192d7eb8427f32b30573,1,0
0x47acbf4067e2d75cce6f228a952f63e75eece3a1,2,0
0x23598f73b9fbd281ba5646e59ad49d04456152af,1,0
0xcef397cff890e226e1f672f6d4aa2268030a3ee7,1,0
0x36d256955ed6c9a6fd0f43d68070dea324f8292f,1,0
0xb4804825fe80201c283031a082949153e7f81068,1,0
0x6fdf8af92bd2cef6f974fe14e5225a3bbbf5fc23,2,0
0x26be722da18acc407012d3b86a1774184ed56025,1,0
0xf6a19b8eb7bfe93eb5807146a1e4802b5f79b416,2,0
0xa46d3167c2444a3b0c98dc665b4bf8274ef56c51,1,0
0x69956b7773bf5c48e12c9b8de0b73c7a54e650c5,1,0
0xb263e399781ac16fe32e1713fbfcbe642007f27d,1,0
0x61ca4026467215c4110d7a1b2a4c34324bda5374,2,0
0x86901878b47f2347a6f30caf87ab4658c2cc5e2e,4,0
0xe6ba7ce1bbd7b811d891c2d4c09d7295bb96752c,1,0
0x983e841748c71c6b3f5dab140899a88b0f39f70f,1,0
0x3ed9707718a0a41464c905aed5fbc5a067236c0e,2,0
0x3b6e43e88464d4faf423fca72b3116ce0277e069,1,0
0x2fc7cb9df42aa343876148176d621ceaa6e6f616,1,0
0x627282925bc2bafc5e58d07adefd02306f3e7ca0,1,0
0xaf0e9bf133709dfdc53a7e95e8fa3ebc6c5b4008,1,0
0xe0d4c9d208eeb4b151af6b4b3bddb3717358cfb4,1,0
0x36ab75710650754c32e4850d2ad050849ebb5899,1,0
0x1de9d1ce8cba16c98ad50d0f902e6feacbb35df9,2,0
0xa93ba46e62b36d3cc3e406a69b1f9fdb17429f97,1,0
0xd15d229fd52240f8030fa4694294189ed1dfbe4d,1,0
0xfd13f59e385fb673d32e448285cf67c4f0ac3ac0,1,0
0x5eb97ab1c9805fd0f1196ba0a889384cdadf815e,2,0
0x1336a865663752d2e7d83ed35684e650c613a9d3,1,0
0x7478f2d0bf268fe222b26c05fff36b0cc2bc66bd,1,0
0x6a3c6dbe96071f965a1a5d2caf6ab09d99030daf,1,0
0xee193f18cc3549e1158e4b940f065d8f460c143e,1,0
0xefc8d0161c0d87e9c095783be55d77813540368a,1,0
0x74deaed9ae13343ea84ced59b977bbc0b0c81812,1,0
0x3957740d23a699e64676bcb7cea23ca585039553,1,0
0xe73739c857524d09708152489370dfbbebd6585a,1,0
0x3cef3f6ca0f27e31a3caafd8eb42497c9e9d1f16,1,0
0xd81df4d3f230a6787c7253e4df70733c90efdd5c,1,0
0x0000000000aec84f5bfc2af15eafb943bf4e3522,19,1
0xa49c0d9a786e659a0557281b4fa72cf8cf08f6cf,21,1
0xda72cf4472b874f51166398e1f2ab2c8094d6608,1,0
0x7789818791c12a2633e88d46457230bc1d9cd110,1,0
0xd9b8703b6cf2251253624d024c6e5239398eff44,1,0
0xe83a8e52c490343204541d9fd347a8ad75ceb386,1,0
0xaf9024711511e528360c17478a6296958acf2b95,1,0
0x85e5514fc67b6a2c228330cdcae543783a440947,2,0
0xef16d178f36f6cd0c83d3a7dc3719c41c409150a,1,0
0xbea75e45134eb9f767c8a1c0b94cd3ecc92d2bc6,1,0
0xd6c07b167c96dcfe62829d2f900c2bb5119d564e,2,0
0xaf2ce0962d1a4b1aab10f7faa62bbbca40a8ea53,2,0
0x0b7824ba4ebb7947005848a20d28ffd2fd872cac,2,0
0x764813695e01e04a6a12cc91966dc91cd3c89873,1,0
0x8f049f77f04b5ecdef56fe0de2ed1d1c9019e83b,5,0
0xa093ba7da11f4cace5fbdc8fcc60fcc11f2a3771,6,0
0x61da99e5dd832f57ab1ff9a5c1a6e5d7f0dccf62,2,0
0xe43ca851127eac897ac4e766976e3a7a7ad7339d,1,0
0x564aed71080d74b4550bad82dc0baa12737dcb64,1,0
0xad76b250d59eb8ad6b39094aa3eed9578e7ce111,1,0
0xab708e4df437bc08756ad1629bfe65236a6f854f,1,0
0x551853ea3bfd2325e675a5325ead98aeea178fc9,1,0
0x650b0e3864afa96877a2493b495fe2436f725adb,1,0
0xed9cc04454bad2abfd9f2af4839a4c1fd4196d77,1,0
0x11a91291e91708713a07aa93457da6cec8491c61,1,0
0x1cbdefe3391f10824dcabaeae3e9dca59ccc236f,1,0
0x2b21346e7eabf5ccdd88c9be1ee55dd6a44dcbe8,1,0
0xa4992bb0500d5a81212e9dd1e77bdf2695cf3daa,1,0
0x65cd8d1c724fcbf42d452014296188eb77078eb0,1,0
0x71563a34aa686421f27dfe590092f0a732148583,1,0
0xd0341c73abafc83ab13979059ca52ee77080ff7f,1,0
0x5812500e79c78d0525c4dd60bb50012d3969e995,1,0
0x63be81f380d82134b71ca8663142e8dc63f7c8a8,1,0
0xa8400b97ad11d08f26a0d840810711e6cb7a8750,1,0
0x6fb78d9c19d3b0ef9cc4e134c82b77a5beeae401,2,0
0x852c03de41993cf180bb8bba83e232a99e2fe635,1,0
0x0f5ad36cf3bb8e98cc185e7385ba063fe4cb2018,1,0
0x4ce1ef3c94013ec0f9607b51a0918426b8dea90d,1,0
0x45d29a1087f810390b40611b673e94948da47d8c,1,0
0x22a15393ec07b9cb2e80334f085a00b4769c71df,2,0
0x87574787b9fb5b5bc22d02664093e28757db66d3,1,0
0x3eba1093506dc68517c512cc0bf43a515e35be9d,1,0
0x3f6c277c6b50d30b8464253f78873d7f2329e431,1,0
0x41e12756498322b479f889af2b2f4b29a85d5605,2,0
0xc3168e773b7fceaae5bd92d345bdef5eb1ea3a4d,1,0
0xea136d0afa6211ddd98bd83ba021b86302eaf664,1,0
0x396531467b826937654d34067c3c9190ccef8ea4,1,0
0xcb8ecb94f6c25af4fab696b91cbb0a1449b98f64,4,0
0x6b38b2f7f357cf97bd58eb5d2f94e3cdc8a7e70c,1,0
0x9d46377b5bbebab2949243babb0a55d000353c22,2,0
0xeac5c91a8d0b51793fc2df88f2f974ee28ea5437,1,0
0xe4cf86f7adbac98fab983f35fcd3c71e3e3c2720,3,0
0x7d6276517df98361edd9f2ddb3374d6901b9773f,2,0
0x843d0358b5c811c4923edc8353b632a319019a46,1,0
0xc8fc994f5f760b351b976aa0a46ee61416895cc3,1,0
0x77b89fef8300b30806155f9c36aac4c3b5f22f8b,1,0
0x87320a657c4bbc4ce31818802827b1c058e31f70,1,0
0x618407c23a0768c8eecc0bbe17bd62d22c33624b,1,0
0xc17fb77c23e209e27ad68e0ede41cb8215548a74,1,0
0x449297e9d6e94175b6a40fd20f99bb66c8bc868a,1,0
0xefca9908db28f8656ce6335b4498b07fb70b2b78,2,0
0x4bb7818ba2fafa56ed4bf46341313655137a2293,1,0
0xd1e1e1d4f41fc16b2822a9b973dd493398e1b737,1,0
0x98600f9fcc9c85af84fbf139d1f88f17edce1d0f,1,0
0x7c838b25092925d0155a8358475bfe6c19921d9e,1,1
0xb09a022d4114696324a54a80e6a62a24f8e38599,1,0
0x14a86581f55456647218463fbeda6a14b14ec8b6,1,0
0x69b1a9f37ffee30a992388a46883c6880527b818,1,0
0x632cca70fa497b97bfb680e2e9ee71bbc399b229,3,0
0xf70b13b0116d1e82b75954e1c18e4287d90f88e2,1,0
0xce11d6fb4f1e006e5a348230449dc387fde850cc,1,0
0x877f3bcb3c0ad49b64c404970d5671e00231b59c,2,0
0x2107ec385fbd4fe3ab45dd4169e3c0745e991bb6,1,0
0xd96d614504b696bc66aa2780c8b93ea5cd13e22f,1,0
0x8be5a2df6488b0937299d27f092716f4a9ab2fd8,1,0
0x223a351b8b180768724bbe759bb3c81fba56174d,1,0
0x0cc987d6a99dc30338968eb5b91ca108734dc3d4,1,0
0x34939226ffbe06f7ad8da1ad329fc03cfe01a01a,1,0
0x950fec7e16506e2f3738d95cc20c2b55e8a970f5,1,0
0x32a3f8483df787055a56d76bda1996c4202b683c,1,0
0x06263e1a856b36e073ba7a50d240123411501611,1,0
0x5f9b3cb6ff69d0c60661732e94c7d0bc9e1ace4d,3,0
0x3d9456ad6463a77bd77123cb4836e463030bfab4,1,0
0xbd828074217cbadc7dc6f8b63fe2deb199bd4678,1,0
0xd1579ce790d05e297cf4a1e32d434f785563010a,1,0
0xa02f57b8bb35e3a9b5e0caa5568469f289b08fda,1,0
0x9cfeae92c8a5cdf5d00d91883edc8e2db9a2fea7,1,0
0xbe73a0c6a28504995a3849857a94a2915d793856,1,0
0x1be7ce59b4549c95ed89301bc7193bbc62333eb0,1,0
0x01808542d216fa2878c9e3481a1b9a85167fd239,1,0
0xae898cc36dc84699578cea537fded3398c7b9e72,1,0
0xcfc2729173d1ef8d25050c76b84ec5af1fe7bd44,2,0
0x2988eabd3e257658f0f7a9d6309c857b07300aa5,1,0
0x0e73bae581b171e01413a1dc92f591398c5fac5f,1,0
0x8300dfea25da0eb744fc0d98c23283f86ab8c10c,1,0
0x4750cfe25c66fd2c05e4d3249fd6a46917a55145,3,0
0x507d4e199f1f418679dbbd9cc775d846717beaf2,1,0
0x236bcf477d204de10abc2e652e6a8bb68ee8e2ae,1,0
0x593fb9d088202c7ac2b8d777e9229cad23b2ac02,1,0
0x44a2ee3bb45d002157d2508c1003a4e055d52bc8,1,0
0xb2dec1e6771c76ab99bcb91164fa9079e7b4e46f,1,0
0x633aa3290cebed55d1c39b0d53dbb188a81099ad,1,0
0xf5a504bb8674249934c839baa05deb10bc6c110e,1,0
0x173820fc6e6f8d4f85a7a7e186e5852e1b4a968d,1,0
0x7add64ef492083c74ac5e7420e020867361e14d9,1,0
0x2b3ab8e7bb14988616359b78709538b10900ab7d,1,0
0x380b2b75eed55b3429482e70cee201b4aca82965,1,0
0xef59f379b48f2e92abd94adcbf714d170967925d,1,0
0x00a2028341d35a8018d086ecee5f01afc7b7982f,1,0
0xdf5459d0a736e33a9dd081c496d1cdd3aff8a67f,1,0
0xd46f565e89ce3ff5378648c214b555c74452d56d,1,0
0x735854c506cceb0b95c949d1acb705b31136d487,2,0
0xab359600eb635c51d52df927aaea9534608c0d06,1,0
0x9f75d7f3105f30788252ce887f42512828d7e1c8,1,0
0x23c4602e63acfe29b930c530b19d44a84af0d767,2,0
0xd7ada5e38afef6d3366e838058be56a211eb7935,3,0
0x565196152f8a4066a51b498a44a9981145d441ff,2,0
0x5c26f9bec27fed63b101cef21085b404973cbe75,1,0
0x43fe7a5f421f306303e456a1a1e171f272f1ce79,1,0
0xcd884d0e58c69209e2de3eb00732b5d05dde2048,1,0
0x72ae961f39c9f9cf06e152adde2335b6c381e20b,1,0
0x30398240a58613f3ca65360ea7e2f62a5fd40969,1,0
0x7ff9a10ee542689f17da368a67f9092f5a7263b0,1,0
0x4ff06aff300d98ea929eb3245c604580c5dc1d97,1,1
0x8ed1282a1ace084de1e99e9ce5ed68896c49d65f,1,1
0x000000002c93cad6f9cfd00c603aef62458d8a48,13,1
0xa06735da049041eb523ccf0b8c3fb9d36216c646,1,1
0xe701f08120058401c64e3b086ceb580559a01af4,2,1
0xd95eaf5591961e304e33b52730963c1cfaa09b7c,1,1
0x0c8e108d0575eb8bf0200dc9bfa05c14ac97450d,1,0
0xa24b48663aef19f656d94d0896d92a37e303bc5b,1,0
0x89d1017342eb1c9e7b1090b32f44ac6459324ead,3,0
0x7ec37a15327eb3207038470876714f373809ee63,1,0
0xae1ef77bd55540fa4a966060573a6145334d6d39,1,0
0x062c410c418da7478ca0a4f19575311f4a0b1c48,1,0
0xa2f4571b40f1621f07662b777df252361d16ca67,1,0
0x56b616e04e503ce073038e2b037661c672201857,1,0
0x48993460e3b2dbc7fc5289a608208f2c0c0e8dd4,1,0
0x8539a95f95b97db8a4a0d20e77ba4aebea0dcd13,1,0
0x91f6404dac4e86f69248ee437456730228af816a,1,0
0x9e4fbfd7d8f860e91787561ab182c5b1086da6f0,1,0
0xafaca46f253c85d4ba372f82a8a4f4b0dd5d7dfc,2,0
0x9aa81b4b3e1db4ab9bd1b78974e001981f8ea5ba,1,0
0x04d0d24c72f9a95026a37389eea64d2df1f2239b,1,0
0xe39997154b574ce35cb2c61410a0549261d8829d,1,0
0xce018193fa49534e3eb1221ab8c6f62c812ec36c,1,0
0x019d79e9794cfadeb0786d8808e42364b76d31a2,1,0
0xf8a8e84684eb7c7293f82481c4e35ebc5f78ac61,1,0
0xc06e008f13cf83e00f0c8acbd35729fc11855c54,1,0
0x1edc0949b53e1a66f532a5cefb0f3909c4df83e3,1,0
0xc66ea08f10cf583d4a968a41fc6a03aecba1cd7d,1,0
0x97cfe517d481ebdc6f1d321b690aa4cc1005dec3,1,0
0x257f75c99d45218bc1eb918c302e0c3e64ff2f9d,2,0
0x6fd6afe08202d7aefdf533ee44dc0e62941c4b22,2,0
0x00df4e8d293d57718aac0b18cbfbe128c5d484ef,1,0
0x0eaf7feb562b7828c1c1b62b33ba902901bf6955,1,0
0xe588a2b38f24c72e30535885d645ceba44480d1b,1,0
0x698d82fdefb9bf15230af70c4d2d19973f7cc06d,1,0
0x12276dac0c791d11e2f9166a2b67e3de45394c69,1,0
0x65eb06f4c74fe0f8bd389bf1425c7fa16d11b8a2,1,0
0x77c74dff92c4d5c91b9da878c705a6b7f986d963,1,0
0x904a819e486d4af2653eec8e424599335e2f190e,1,0
0x204a26b8fafdc4feaa86f7c2e31d98f8050148d7,1,0
0x8430bc2263c8c38ed2e8f86cd35284f5c7dbcf1d,2,0
0x69497bbd37c91a3d049b1109393ff50476ff2489,1,0
0xa526a88e75c1543c545bea2d6f56706bb9884b26,1,0
0x69e2adf92dd9e69400d6a7ad6247a3d60bbec3af,2,0
0x13257e056112d578414e5d291926c9d684d5d9ef,1,0
0x157ae65f17c8eac3d76b9a5253108537025afdf1,1,0
0xa36c193a3dcc8ca73e8cc40f2aff4dda022bfad8,1,0
0x0d177f1ae75b2cef54b1e866a365e5a903839736,1,0
0x5ec9553b7c8c38649284d5f52c51c2da90ee5cb3,2,0
0xc2455943680dbd91c4f385de759ac15dcacf52b0,1,0
0xda87136d6254d23e26fa51a6685825af857e9d75,1,0
0x8cddc1b9dc1f960eb8ced1ae90ef074f099bd6ed,1,0
0x3b14cad1e8711f5f263c3b1fc78f765b0d4bb583,3,0
0x99d43ec91e350c5e241be4552cab7a3be8a34101,1,0
0x75342d0339ea25016e42096cd6f2af71b0e3db0f,1,0
0x0dd1054cc0eff9864a3c65efd4ba17cdebff49ed,1,0
0x38225de2eda59e37b4b452c904fe21c507bbe4fa,1,0
0x9d8e5c6a7a1c7411e9bd8ffd0241ddd3f90a8ae8,1,0
0x14ce3934db4b0c80e596377547e084eddd385c25,1,0
0xbf6f733534f313c4848a44fab9b181532480b1e1,1,0
0x5ab1cbcff0ff369a459b4e60094a698cde8cbbbc,5,1
0x594947b549346fac66366bdb550f9c84023c26b3,1,1
0x2f50b631543f6eb046d8e0b8d06668bb8c0d89bd,1,1
0x483cde29367252d2d058ecad0de33fca244bbf00,1,1
0xf8928bbd7c7a46a9738f7da213e30bbfe8764388,1,0
0x966685481e52b636ea474aa5c6ffb0ca20a7caf0,1,0
0xe900bab3d67533b285891c6ddb66c63e53676a7e,2,0
0xb5e23b77c9e933a932b8d52a59026c82715705e8,1,0
0x548e467b23628ad565980842f95f2da98ae0fac7,1,0
0xc4f075625f55bb552db8373017f9b60ef5a5f4ba,1,0
0x4ce526bf6ac8826d9f82ff675f2616d68a918260,1,0
0x8ea83ad72396f1e0cd2f8e72b1461db8eb6af7b5,1,0
0x8157a950b55523ca4631ecff62b092fb59b5ce1a,1,0
0x14ee3a876e85dd9c8b352a4e83044ed06fc7a0db,1,0
0x3bd4d0f1c2227db1bc5aaa28e50a4ddb4f588be1,1,0
0xef5d077566b7e6483cb91bd0cae864e8ef2a8740,1,0
0x4d8a683895a68e1844a8e3ceb61d7d0343cf055c,1,0
0x1a2be848d7958570966cc20b1c521d8945cda8c1,1,0
0x5db71204c7d9a9a23359676ae159ed28d2ff4523,1,0
0x816fc2addfa4f24b30b7b8668639ab7a64f67a7d,1,0
0x52ea5f96f004d174470901ba3f1984d349f0d3ef,1,0
0xc856a72aefbf85980109233074e50806687cafa6,1,0
0x9b2e6dfcb85237eeaac4a95968b616485ee53d8e,1,0
0xa132fc954338ec0d92bb5a7805e56908fb8dae8a,1,0
0x032a069ab2c98a4329e4ff0b30642485ed78cfb3,2,0
0x7528043c1acda98c79eadb219c04d2a76e2a618d,2,0
0x2bfc752bd9bb476537895de9ed737bc2551bbb9c,1,0
0x6d521bc8b57676ca5fd3878b905075ecfd93acf9,1,0
0xc8e5107a45ea332ef6283b0f0ae9db96e8c3f284,1,0
0x0989cd2871b36d638140354731301a32d2409c3a,1,0
0x4adf0dbc8bb29a61be114c22879202a76790c9d9,1,0
0x2707eab409e0709b7ce71bf27cd8f85cbf78e7f4,1,0
0x3377a47ee263188eaddc733d7ea663ddad681d84,1,0
0x02a522d98ec2d2c3bbe91acc29ee7fd32ab880ab,1,0
0x314adc3d43b1dd7b40bb8b51e38a576cbb5a7b4e,1,0
0x36f6e4aa6931fea80ca068ee99a43149ed6c8d76,1,0
0x811b576a3fa0d877411d34db0024de59dc8d2da4,1,0
0x45d5bebc86b7c7594aae9c71ca0f4eb1ba43c30b,1,0
0xcd94d3aa70986658d876ed6497636167014b1d1e,1,0
0xf4d0e60ecef4d9d27b23a044d02a26068990be30,1,0
0x317505661b159f844c8aab26d799906b78164c49,1,0
0xb6180a2e10f546ee979b22f39d7b6f146844fd1a,1,0
0x2495fd02978272d24ca942ea2ed4c48a3692ccd2,1,0
0x61451c9c90eba77072301bc6e5304ce501130683,1,0
0x37ff3377d71b26c315841a3a6228c7306a1b25c8,1,0
0xcf02e25a8789b92a250b67069fe57325bead42ee,1,0
0x1c4388936c521c20c4c25fa13bcdc7eb205f546f,1,0
0xe4f091560461b441ae8dc1c2de961e002facd59c,1,0
0x837b4d8075496ea02945510a31e66b8a407347bb,1,0
0x54c8f64e743d00d159388197b956b787836f1fa3,2,0
0xe800cda92e3c434bf3b6412ec620f349f37fe4df,1,0
0x5f3371793285920351344a1eaaaa48d45e600652,1,0
0x2ac3285e2d4b27847f7b1dda9c20f26cebe84367,1,0
0x1dd705e52c659aa567e7d3a1fad983969520b520,1,0
0xd44dd63072aaac9f2877664f4aae46ffa2fc3333,1,0
0xb9512c527f438ca286348db26e2677f36e0d725d,1,0
0xa5067aabb149076008fc798378ec0b77933f9cd5,1,0
0xab5cf368aa36cecbb4547c8dd7dd6b46710a380f,2,0
0x0be23d08f9e5ca9f56c3c891f2cc3ade3a00feb0,1,0
0x6f3b66dba3c318c405a0733d5d2cd67bfd57aa08,2,0
0xb240d69617c43410f5f79724d2e7d0631f595c20,2,0
0x7b7b96b27a251c0879a4d9f858408ab47e983ae6,2,0
0x2e4077f34f186f6959d9309e81fe4b0cfbfd1519,3,0
0x7849887961c5d977cdcecbbec17d0ed8afb73bee,1,0
